x0;x1;x2;x3;x4;x5;f(x0);f(x1);f(x2);f(x3);f(x4);f(x5);Step;XVal;x-plus;x-minus
-56.339478;-56.3295;-56.323418;-56.308273;-56.306435;-56.292;-17.883179;-17.882698;-17.882265;-17.880741;-17.880512;-17.878391;29;-56.3374;0.0127862925,60;0.026234763,60
-56.363632;-56.36007;-56.351147;-56.34922;-56.338345;-56.32461;-17.883171;-17.883278;-17.883383;-17.883377;-17.883139;-17.882359;30;-56.36007;0.006595899,60;0.035937205,60
-56.396008;-56.39512;-56.393208;-56.386383;-56.355846;-56.353474;-17.880535;-17.88065;-17.880884;-17.881636;-17.883356;-17.883377;31;-56.35411;0.00969274,60;0.017987754,60
-56.372097;-56.37138;-56.36985;-56.369663;-56.354744;-56.344418;-17.882774;-17.882816;-17.8829;-17.88291;-17.883368;-17.883314;32;-56.345947;0.014209111,60;0.009012291,60
-56.35496;-56.34782;-56.339314;-56.337547;-56.33536;-56.331738;-17.883366;-17.883364;-17.883173;-17.883106;-17.883013;-17.88283;33;-56.3492;0.007106368,60;0.012309145,60
-56.36151;-56.359943;-56.35257;-56.35163;-56.347126;-56.342094;-17.88324;-17.88328;-17.88338;-17.883385;-17.883356;-17.883259;34;-56.346874;0.0048612505,60;0.007098032,60
-56.353973;-56.353523;-56.35339;-56.349396;-56.345173;-56.342014;-17.883375;-17.883379;-17.883377;-17.883377;-17.883326;-17.883255;35;-56.353596;0.002459239,60;0.009231103,60
-56.362827;-56.362244;-56.355724;-56.35527;-56.352673;-56.351135;-17.883198;-17.883219;-17.883358;-17.883364;-17.88338;-17.883383;36;-56.35119;0.0034484956,60;0.004681002,60
-56.35587;-56.35578;-56.354733;-56.351677;-56.351517;-56.34774;-17.883358;-17.883358;-17.88337;-17.883383;-17.883385;-17.883364;37;-56.350098;0.004173538,60;0.0023811662,60
-56.352478;-56.352226;-56.35089;-56.350464;-56.348442;-56.345924;-17.883383;-17.88338;-17.883383;-17.88338;-17.88337;-17.883339;38;-56.35225;0.0021053357,60;0.003383307,60
