x0;x1;x2;x3;x4;x5;f(x0);f(x1);f(x2);f(x3);f(x4);f(x5);Step;XVal;x-plus;x-minus
-0.3279331;-0.31080368;-0.23261775;-0.17469878;-0.121804945;0.16313568;0.3279331;0.31080368;0.23261775;0.17469878;0.121804945;0.16313568;18;0.12894318;0.2431413,60;0.16553627,60
-0.036593094;0.07157476;0.0898832;0.1914387;0.29259825;0.37208447;0.036593094;0.07157476;0.0898832;0.1914387;0.29259825;0.37208447;19;-0.023139618;0.1220192,60;0.20266351,60
-0.22580314;-0.22270107;0.0026747212;0.035441767;0.06518613;0.09887958;0.22580314;0.22270107;0.0026747212;0.035441767;0.06518613;0.09887958;20;0.086511075;0.16617998,60;0.103772,60
-0.017260924;-0.001001711;0.10462843;0.11912446;0.1369639;0.25269106;0.017260924;0.001001711;0.10462843;0.11912446;0.1369639;0.25269106;21;0.010100214;0.084710546,60;0.13577586,60
-0.12567565;-0.115550116;-0.031914003;0.047067035;0.085908525;0.09481076;0.12567565;0.115550116;0.031914003;0.047067035;0.085908525;0.09481076;22;0.056624576;0.07666011,60;0.06894336,60
-0.0123187825;0.04186992;0.09740088;0.10417959;0.1158173;0.13328469;0.0123187825;0.04186992;0.09740088;0.10417959;0.1158173;0.13328469;23;0.024240877;0.038413633,60;0.08084228,60
-0.0566014;-0.05660126;-0.015819205;0.04606458;0.053176302;0.06265451;0.0566014;0.05660126;0.015819205;0.04606458;0.053176302;0.06265451;24;-0.029350048;0.03903487,60;0.04077975,60
-0.0701298;-0.06052187;-0.049695812;-0.0054957364;0.008943983;0.009684822;0.0701298;0.06052187;0.049695812;0.0054957364;0.008943983;0.009684822;25;0.009431131;0.05741136,60;0.020450093,60
-0.011018962;0.007966988;0.013298524;0.02288758;0.044294827;0.0668425;0.011018962;0.007966988;0.013298524;0.02288758;0.044294827;0.0668425;26;-0.00711307;0.028834717,60;0.028027289,60
-0.035140358;-0.01762474;-0.0057016267;0.0010118876;0.011419233;0.021721646;0.035140358;0.01762474;0.0057016267;0.0010118876;0.011419233;0.021721646;27;0.01947685;0.015772682,60;0.01613364,60
0.0033432096;0.01559382;0.018873623;0.022058338;0.029178493;0.03524953;0.0033432096;0.01559382;0.018873623;0.022058338;0.029178493;0.03524953;28;0.0053320527;0.007912943,60;0.018411634,60
-0.013079582;-0.007288832;-0.003517712;0.0028894166;0.010141513;0.013244996;0.013079582;0.007288832;0.003517712;0.0028894166;0.010141513;0.013244996;29;0.0059286896;0.0039962647,60;0.010853712,60
-0.004925023;-0.004268513;0.005172915;0.0076217777;0.009378643;0.009924954;0.004925023;0.004268513;0.005172915;0.0076217777;0.009378643;0.009924954;30;-0.0008722837;0.0020036187,60;0.011967524,60
-0.012839807;-0.008526664;-0.0056363335;-0.004526414;0.00074926997;0.001131335;0.012839807;0.008526664;0.0056363335;0.004526414;0.00074926997;0.001131335;31;0.0010895003;0.0027296266,60;0.006075464,60
-0.004985964;-0.004767699;-0.0024543814;0.0015300805;0.001646327;0.0038191269;0.004985964;0.004767699;0.0024543814;0.0015300805;0.001646327;0.0038191269;32;0.002682018;0.0033801834,60;0.003090051,60
-0.0004080329;0.0016229844;0.0030769384;0.0038995575;0.0060500517;0.006062201;0.0004080329;0.0016229844;0.0030769384;0.0038995575;0.0060500517;0.006062201;33;0.00046515255;0.0016909253,60;0.0034640592,60
-0.0029989067;-0.0017930903;-0.0000020135194;0.0017760624;0.0017956527;0.002156078;0.0029989067;0.0017930903;0.0000020135194;0.0017760624;0.0017956527;0.002156078;34;0.0015993072;0.0011525372,60;0.0017620544,60
-0.00016274722;0.00037069974;0.00074545824;0.0020437143;0.002269565;0.0027518445;0.00016274722;0.00037069974;0.00074545824;0.0020437143;0.002269565;0.0027518445;35;-0.000023477594;0.00058861665,60;0.0015432325,60
-0.0015667101;-0.001437356;-0.0007412543;-0.00032929512;-0.000096893695;0.00056513905;0.0015667101;0.001437356;0.0007412543;0.00032929512;0.000096893695;0.00056513905;36;0.000510377;0.0008477332,60;0.00078107003,60
-0.00027069304;-0.0001732092;0.00024877558;0.00040766696;0.0011141734;0.0013581102;0.00027069304;0.0001732092;0.00024877558;0.00040766696;0.0011141734;0.0013581102;37;-0.00013808148;0.00042423312,60;0.0010243704,60
-0.0011624519;-0.0011398054;-0.00095668243;-0.00010949325;-0.00008115065;0.00028615166;0.0011624519;0.0011398054;0.00095668243;0.00010949325;0.00008115065;0.00028615166;38;0.00027229195;0.0006199908,60;0.0005132394,60
-0.00024094747;0.00030004914;0.0003832107;0.00048077037;0.00077108835;0.00089228275;0.00024094747;0.00030004914;0.0003832107;0.00048077037;0.00077108835;0.00089228275;39;-0.0000907974;0.00031006252,60;0.0007053093,60
-0.00079610676;-0.0007246322;-0.00066230615;-0.00026668946;-0.00007285985;0.00021926512;0.00079610676;0.0007246322;0.00066230615;0.00026668946;0.00007285985;0.00021926512;40;0.00020291796;0.0004518895,60;0.00035360525,60
-0.0001506873;0.000008451105;0.00015874679;0.00016321981;0.0004042957;0.00065480743;0.0001506873;0.000008451105;0.00015874679;0.00016321981;0.0004042957;0.00065480743;41;-0.0000067787914;0.00022609324,60;0.0004659263,60
-0.0004727051;-0.00036645425;-0.00027049842;-0.00018012068;-0.000036954138;0.00021931445;0.0004727051;0.00036645425;0.00027049842;0.00018012068;0.000036954138;0.00021931445;42;0.00018754601;0.00025593248,60;0.00023701636,60
-0.00004947034;0.00003789216;0.0002828447;0.0004148491;0.0004323592;0.0004434785;0.00004947034;0.00003789216;0.0002828447;0.0004148491;0.0004323592;0.0004434785;43;0.00013481388;0.0001280015,60;0.00021240268,60
-0.000077588804;-0.000068682086;0.000005918453;0.00020552946;0.00024566503;0.0002628154;0.000077588804;0.000068682086;0.000005918453;0.00020552946;0.00024566503;0.0002628154;44;-0.000052947624;0.00006902827,60;0.00011843399,60
-0.00017138162;-0.0001604324;-0.0001581881;-0.000051092822;-0.000048486843;0.000016080645;0.00017138162;0.0001604324;0.0001581881;0.000051092822;0.000048486843;0.000016080645;45;0.000014900754;0.00010214179,60;0.000059265516,60
-0.000044364762;-0.0000030751544;-0.0000015264268;0.000012289869;0.00008899171;0.000117042546;0.000044364762;0.0000030751544;0.0000015264268;0.000012289869;0.00008899171;0.000117042546;46;-0.000013227702;0.000051090225,60;0.000071518334,60
-0.00008474603;-0.000040402738;-0.000037279733;-0.000035614157;0.000024296245;0.000037862523;0.00008474603;0.000040402738;0.000037279733;0.000035614157;0.000024296245;0.000037862523;47;0.0000370555;0.000029838131,60;0.000038598642,60
-0.0000015431433;0.000004930116;0.000024806579;0.000027156675;0.00006520381;0.000066893626;0.0000015431433;0.000004930116;0.000024806579;0.000027156675;0.00006520381;0.000066893626;48;0.000006867973;0.000014920523,60;0.00004815178,60
-0.00004128381;-0.000023511468;-0.0000043482605;0.000017036671;0.000017198296;0.000021788495;0.00004128381;0.000023511468;0.0000043482605;0.000017036671;0.000017198296;0.000021788495;49;0.000020620184;0.000009315514,60;0.000024623354,60
-0.00000400317;0.000002507567;0.000004736964;0.000008441062;0.000022186852;0.000029935698;0.00000400317;0.000002507567;0.000004736964;0.000008441062;0.000022186852;0.000029935698;50;-0.0000018385281;0.0000046633468,60;0.000032699863,60
-0.000034538392;-0.000023777066;-0.000004167524;-0.0000031660902;0.0000012021802;0.0000028248187;0.000034538392;0.000023777066;0.000004167524;0.0000031660902;0.0000012021802;0.0000028248187;51;0.0000027825117;0.000003796685,60;0.000017012664,60
