x0;x1;x2;x3;x4;x5;f(x0);f(x1);f(x2);f(x3);f(x4);f(x5);Step;XVal;x-plus;x-minus
-1.0304254;-1.0238404;-0.97173554;-0.9676269;-0.91147625;-0.8788497;-0.5988587;-0.5989717;-0.59740907;-0.59710264;-0.5903007;-0.5841606;28;-1.0189745;0.04284554,60;0.093473144,60
-1.1124477;-1.0974727;-1.0804651;-1.0711582;-1.0151482;-0.976129;-0.5914427;-0.5936377;-0.59567106;-0.59657824;-0.5990133;-0.59770733;29;-0.9798774;0.05997198,60;0.047335647,60
-1.0272131;-1.0162014;-1.0144585;-0.9865774;-0.9609863;-0.9199054;-0.5989226;-0.5990149;-0.59901154;-0.5982946;-0.5965517;-0.5916288;30;-1.0245932;0.030387651,60;0.06457613,60
-1.0891694;-1.0663251;-1.0562117;-1.0182741;-0.9971121;-0.9942056;-0.5946913;-0.59699225;-0.597733;-0.5990125;-0.59871143;-0.5986141;31;-0.9945022;0.029817816,60;0.032840353,60
-1.0273426;-1.0266168;-0.9790471;-0.97815335;-0.96925056;-0.96468437;-0.59892035;-0.5989326;-0.59788877;-0.5978346;-0.59722686;-0.59686697;32;-1.0014503;0.0149194505,60;0.042509593,60
-1.0439599;-1.043724;-1.0370994;-1.0222468;-0.9869426;-0.98653084;-0.59840393;-0.5984144;-0.5986719;-0.59898853;-0.59831196;-0.5982923;33;-1.0205847;0.0076204697,60;0.022267688,60
-1.0428524;-1.0391985;-1.0386167;-1.0223624;-1.0183021;-1.0129642;-0.5984523;-0.598598;-0.5986192;-0.59898746;-0.5990124;-0.5990046;34;-1.0130774;0.011050072,60;0.011166153,60
-1.0242435;-1.0231017;-1.0212349;-1.015341;-1.0055733;-1.0020273;-0.59896684;-0.59898007;-0.598997;-0.5990138;-0.5989181;-0.59884536;35;-1.0220375;0.0055641267,60;0.0118436655,60
-1.0338812;-1.028898;-1.0273597;-1.0238117;-1.0190713;-1.0164734;-0.5987711;-0.59889114;-0.5989201;-0.5989721;-0.59900975;-0.599015;36;-1.0165253;0.0062571904,60;0.006018682,60
-1.0225439;-1.0201358;-1.0141499;-1.013974;-1.0107154;-1.0102681;-0.5989857;-0.5990044;-0.59901035;-0.59900963;-0.5989876;-0.59898317;37;-1.0115204;0.0031294152,60;0.0048292084,60
-1.0163496;-1.0128489;-1.0118176;-1.0105126;-1.0100946;-1.008391;-0.5990149;-0.59900403;-0.598997;-0.5989857;-0.5989815;-0.5989615;38;-1.015424;0.0015712657,60;0.006040118,60
-1.0214641;-1.0209527;-1.0207944;-1.0207407;-1.0164968;-1.0138527;-0.5989953;-0.59899914;-0.5990002;-0.5990007;-0.5990149;-0.59900916;39;-1.0144842;0.002270682,60;0.003033503,60
-1.0175177;-1.0170541;-1.0152948;-1.0133617;-1.0129133;-1.0122135;-0.59901416;-0.59901464;-0.5990137;-0.5990068;-0.5990044;-0.59899986;40;-1.0170065;0.0011373643,60;0.003271286,60
-1.0202779;-1.0200535;-1.0178795;-1.017202;-1.016414;-1.0158691;-0.5990037;-0.59900486;-0.59901345;-0.5990145;-0.599015;-0.5990145;41;-1.0158913;0.0016515049,60;0.0016540104,60
