n_eval;f_min;min_point
7;+2.284791472397294e3;[-28.391814476006, 16.75214882521835]
21;+2.993835689058741e2;[-37.78272142902769, 12.695120165570522]
62;+3.453938010334623e1;[-40.84206342599474, -4.372148496299106]
105;-1.509499355518102e1;[-55.8888747076213, 1.583194644352648]
250;-1.696017198910633e1;[-55.958337257474284, -0.8468534521284251]
259;-1.786510633032850e1;[-56.247855089437195, -0.05690042041086997]
540;-1.786933606436510e1;[-56.255533571965145, 0.033726857915463836]
629;-1.787522325358515e1;[-56.39088411603375, -0.07701835410928157]
674;-1.788281623920075e1;[-56.338665088361374, -0.018259417433914397]
755;-1.788334358757728e1;[-56.3511479670173, 0.006268969518508069]
861;-1.788335140179637e1;[-56.35504170039654, -0.003674975383374775]
1102;-1.788338134998224e1;[-56.35184030781626, 0.0012252807998547367]
1352;-1.788338175260566e1;[-56.35190232298743, -0.001014279682361236]
1398;-1.788338199011746e1;[-56.35233160767724, -8.083764029042918e-5]
1405;-1.788338225432042e1;[-56.35201557988482, -0.0006091353919285178]
1688;-1.788338280879941e1;[-56.35180002267063, -0.00028643587347556795]
1946;-1.788338298617197e1;[-56.35157630362637, 0.00020029943191641206]
2159;-1.788338301365348e1;[-56.35160864626232, 4.3351372063702735e-5]
2180;-1.788338301668144e1;[-56.351602732705004, -3.226967978409689e-5]
2216;-1.788338302978021e1;[-56.35149300910272, 0.00010243096443400025]
2237;-1.788338303332142e1;[-56.35142022529175, 5.4559632773282195e-5]
2273;-1.788338303755343e1;[-56.35146815823485, 5.531393403515741e-5]
2326;-1.788338303949574e1;[-56.351497563871376, -2.287429488981819e-5]
2494;-1.788338304058572e1;[-56.35146700760491, 6.924387393329201e-7]
2622;-1.788338304066102e1;[-56.351478770121176, 4.678200036622898e-6]
2911;-1.788338304066300e1;[-56.35147947647764, 3.6290775346018996e-6]
2936;-1.788338304068528e1;[-56.35147403939035, 2.4784062810184883e-6]
3168;-1.788338304069304e1;[-56.35147490967468, -1.2640471617918807e-6]
3177;-1.788338304069523e1;[-56.351476347453, 1.0851011163998264e-7]
3225;-1.788338304069529e1;[-56.35147596112026, 6.071588676457204e-7]
3234;-1.788338304069564e1;[-56.35147596959333, 9.232914022340408e-8]
3502;-1.788338304069565e1;[-56.351475568409256, -1.9204097002234783e-8]
3752;-1.788338304069566e1;[-56.35147595561334, 4.5383889909090445e-8]
3807;-1.788338304069569e1;[-56.35147577248594, -1.2832989105371355e-7]
3986;-1.788338304069570e1;[-56.351475780345716, -7.058006927597879e-8]
4004;-1.788338304069570e1;[-56.35147577016893, 5.1927579103734995e-8]
4147;-1.788338304069571e1;[-56.35147577236715, -2.1309019990989517e-8]
