n_eval;f_min;min_point
4752;+4.352359563343087e-10;[-2.9784505975675547e-10, 1.373908965775532e-10]
4832;+1.854976445123800e-10;[-7.926498712883287e-11, -1.0623265738354711e-10]
4948;+1.185199833991199e-10;[-5.193629995977688e-11, -6.6583683439343e-11]
5075;+2.767585236924819e-11;[1.3128210674178086e-11, -1.4547641695070103e-11]
5132;+1.235366092806763e-11;[-7.84545138995944e-13, -1.1569115789071683e-11]
5378;+4.021998025581975e-12;[-3.1856087533519385e-12, 8.363892722300369e-13]
5669;+8.747433387157717e-13;[1.9171195820648492e-13, -6.830313805092868e-13]
5914;+2.150995243654559e-13;[1.2853917966948358e-13, -8.656034469597234e-14]
5969;+1.114789445329037e-13;[-6.035985846972115e-14, -5.111908606318255e-14]
6274;+3.960273064209353e-14;[3.34515578331197e-14, 6.151172808973824e-15]
6542;+2.919093001193561e-14;[1.7668053015823678e-14, 1.1522876996111932e-14]
6597;+1.954494560412512e-14;[8.038015657274827e-15, 1.1506929946850293e-14]
6920;+1.389024852642588e-14;[-2.805208398756634e-16, -1.3609727686550218e-14]
7117;+1.084785807033623e-14;[-3.8718711870005924e-15, -6.975986883335634e-15]
7133;+1.038721424044160e-14;[-2.8578405852692964e-15, -7.529373655172307e-15]
7170;+5.308080610818838e-15;[4.3619914306677465e-15, 9.46089180151091e-16]
7245;+4.842119022052833e-15;[-3.2358839597782915e-15, 1.6062350622745415e-15]
7307;+3.785239224283577e-15;[-3.115830113541053e-15, 6.694091107425245e-16]
7397;+2.021727228743538e-15;[5.410978945585698e-16, 1.4806293341849681e-15]
7440;+9.661247264714675e-16;[-5.320975765215334e-16, 4.3402714994993415e-16]
7497;+4.105448664284252e-16;[9.814812183526593e-17, 3.123967445931593e-16]
7795;+3.399650561303034e-16;[7.094469601077614e-17, -2.6902036011952723e-16]
7813;+2.431197052402464e-16;[-1.3727626820362016e-16, 1.0584343703662625e-16]
7956;+1.234533953561333e-16;[-3.9855412547235274e-17, 8.3597982808898e-17]
8065;+8.446714258699323e-17;[6.046311721159142e-20, -8.440667946978164e-17]
8113;+1.103471372456787e-17;[1.0649603992711486e-17, 3.851097318563793e-19]
8361;+1.081835159753914e-17;[-8.064968406772165e-18, 2.7533831907669753e-18]
8414;+3.732733698157949e-19;[4.522822589154815e-20, 3.280451439242468e-19]
8668;+2.947203244596852e-19;[2.64181663150484e-19, -3.053866130920125e-20]
8973;+2.858604140885814e-19;[2.5647737492126703e-19, -2.938303916731435e-20]
9134;+4.863789839635497e-20;[3.72081254023379e-20, -1.1429772994017074e-20]
9287;+2.657611361880280e-20;[1.4932934609316427e-20, 1.1643179009486369e-20]
9548;+2.130097323787066e-20;[3.2644650791034277e-21, 1.803650815876723e-20]
