x0,x1,x2,x3,x4,x5,f(x0),f(x1),f(x2),f(x3),f(x4),f(x5),x-best,Step,XVal,x-plus,x-minus
-62.176968,29.375763,36.751465,68.78294,80.02899,91.396454,62.176968,29.375763,36.751465,68.78294,80.02899,91.396454,0.96,1,-54.26021,50.029404,50.620914
-95.824875,-94.32163,-92.789795,-25.273823,-21.263645,-13.539906,95.824875,94.32163,92.789795,25.273823,21.263645,13.539906,0.92,2,-21.981602,25.148733,25.31055
-43.867622,-43.252182,-25.154814,-19.567923,-13.1185,-11.446396,43.867622,43.252182,25.154814,19.567923,13.1185,11.446396,0.88,3,-11.69709,19.430277,12.655293
-23.800007,-20.86945,-13.700792,-8.288083,-7.7757463,-1.1295748,23.800007,20.86945,13.700792,8.288083,7.7757463,1.1295748,0.84,4,-7.101199,14.091855,6.3276725
-9.2968235,-7.487281,-3.900372,0.47086954,2.7290182,5.09562,9.2968235,7.487281,3.900372,0.47086954,2.7290187,5.0956206,0.8,5,-2.3595433,8.46499,3.1638603
-1.1333127,-0.027501106,2.151619,4.369929,5.2169986,5.3532567,1.1333127,0.027501106,2.151619,4.369929,5.216999,5.353256,0.76,6,-1.1207108,4.6731787,1.6418517
-1.2492626,-1.0084047,0.23104024,0.39079165,1.8345063,3.4999356,1.2492626,1.0084047,0.23104024,0.39079165,1.8345063,3.4999359,0.72,7,-1.2396046,2.3480437,0.821989
-1.8360361,-1.8271751,-1.2347236,-0.3904268,-0.14363682,0.23837912,1.8360362,1.8271751,1.2347236,0.3904268,0.14363676,0.23837918,0.68,8,0.15244544,1.2394629,0.41099837
-0.23992658,0.08600643,0.48223045,0.50739145,0.5968027,0.80114937,0.23992659,0.08600643,0.48223045,0.50739145,0.5968027,0.80114937,0.64,9,-0.23794314,0.79099864,0.20879655
-0.34893385,-0.34189966,-0.034385875,0.17797759,0.34819493,0.44617942,0.34893382,0.34189966,0.034385875,0.1779776,0.3481949,0.44617945,0.6,10,-0.31874993,0.3958855,0.10443184
-0.39185318,-0.32675326,-0.26302707,-0.23327214,-0.19680506,-0.14523944,0.39185318,0.32675326,0.26302707,0.23327214,0.19680506,0.14523944,0.56,11,-0.20053715,0.26648107,0.052217208
-0.24355407,-0.19854914,-0.102970324,-0.01999709,-0.0029576123,-0.0026198328,0.24355406,0.19854915,0.102970324,0.019997083,0.0029576048,0.0026198253,0.52,12,-0.031890452,0.19830428,0.026108682
-0.050624486,-0.036884926,-0.017189648,0.029140249,0.07727052,0.095226094,0.050624486,0.036884926,0.017189648,0.029140249,0.07727052,0.095226094,0.48,13,-0.05019162,0.12256815,0.013063627
-0.051519338,0.021189988,0.03582544,0.05579894,0.05751016,0.0613435,0.051519338,0.021189984,0.035825435,0.055798937,0.057510156,0.061343495,0.44,14,-0.050682236,0.06153636,0.006682768
-0.051484704,-0.040267088,-0.033231214,-0.026715709,-0.016174976,-0.01075777,0.051484704,0.040267088,0.03323121,0.026715709,0.016174976,0.01075777,0.4,15,-0.027293844,0.03130629,0.0033414557
-0.02890263,-0.028158963,-0.023751436,-0.02163494,-0.016261924,0.00022578053,0.02890263,0.028158963,0.023751434,0.02163494,0.016261922,0.00022577983,0.36,16,-0.0072311517,0.021856794,0.0016707558
-0.0010542939,-0.0004987805,0.003279104,0.0036529172,0.009966083,0.012185717,0.0010542938,0.0004987804,0.0032791034,0.0036529168,0.009966083,0.012185717,0.32,17,-0.0010042652,0.02292956,0.00087623275
-0.0016089873,0.0063594724,0.007912196,0.008118488,0.017099937,0.0210182,0.0016089873,0.006359473,0.007912196,0.008118488,0.017099937,0.0210182,0.28,18,-0.0015602887,0.01150781,0.0008781439
-0.0014912682,-0.0013188622,0.0032196303,0.0049503315,0.006937678,0.008072108,0.0014912682,0.0013188622,0.0032196308,0.0049503315,0.006937678,0.008072108,0.24,19,-0.0014771435,0.0058270623,0.00069194834
-0.0005619861,0.00059106224,0.0028077832,0.0037135633,0.004147333,0.0042931885,0.0005619861,0.00059106236,0.0028077834,0.003713563,0.004147333,0.0042931885,0.2,20,-0.00055782846,0.0029281266,0.00077700743
-0.00063729024,0.00020635547,0.00026032608,0.0008540476,0.0008841405,0.0023129878,0.00063729024,0.00020635547,0.00026032608,0.0008540476,0.0008841405,0.0023129876,0.16,21,-0.00063606154,0.0014832597,0.0003999276
-0.000026869006,0.000152627,0.0002979854,0.00041477534,0.0006186757,0.0007156264,0.000026869006,0.000152627,0.0002979854,0.00041477534,0.0006186757,0.0007156264,0.12,22,-0.000018780585,0.0007458821,0.00040754324
-0.0002684011,-0.000106523396,0.00030864732,0.0003312245,0.00038778884,0.00067738444,0.0002684011,0.000106523396,0.00030864732,0.0003312245,0.00038778884,0.00067738444,0.08,23,-0.0002668494,0.0003810566,0.00020768052
-0.00039658582,-0.00033236598,-0.00017990814,-0.00008335033,-0.00005025325,0.00009302079,0.00039658582,0.00033236598,0.00017990814,0.00008335033,0.00005025325,0.000093020775,0.04,24,-0.0000717987,0.00020521725,0.0001038433
-0.00007026131,0.000047084657,0.00006487912,0.00006929212,0.00008774921,0.00011444918,0.00007026131,0.000047084657,0.00006487912,0.00006929212,0.00008774921,0.00011444918,0,25,-0.0000700136,0.00013733003,0.00005305199
