x0,x1,x2,x3,x4,x5,f(x0),f(x1),f(x2),f(x3),f(x4),f(x5),x-best,Step,XVal,x-plus,x-minus
-67.50092,-49.033714,6.003479,31.793884,51.83725,94.817566,13806.467,9807.677,1935.6938,331.46265,3.3754866,2008.6143,0.96,1,88.72705,50.563885,50.000553
42.893707,60.417725,74.26376,101.08633,104.59984,109.24277,50.499344,108.52891,588.7302,2609.8135,2981.1423,3509.7056,0.92,2,42.95244,26.894058,37.85568
17.709755,36.02829,39.68897,40.44568,66.70198,67.12271,1042.6599,195.20857,106.31737,91.28498,278.95615,293.18723,0.88,3,26.738213,13.513833,18.92827
12.332851,15.6973,20.80463,28.339788,28.943153,32.150867,1418.8141,1176.6749,852.3695,469.16476,443.39087,318.5914,0.84,4,28.551249,7.0650687,9.464236
19.122688,20.209152,29.121922,34.188927,34.555363,34.67482,953.4084,887.4946,435.89417,249.99004,238.53682,234.86127,0.8,5,33.777546,4.751176,4.7321253
30.79891,31.194178,32.058723,32.270916,33.988976,35.671623,368.6818,353.65887,321.8894,314.32043,256.3529,205.30238,0.76,6,34.261032,3.3733978,2.3660824
33.577698,33.67812,34.088593,34.943172,36.18154,36.427013,269.6919,266.40378,253.17276,226.70805,190.9498,184.22597,0.72,7,36.349937,3.190044,1.1830436
35.308727,35.519524,36.45988,37.73243,38.80333,39.12212,215.8335,209.68419,183.33482,150.49329,125.36543,118.32836,0.68,8,39.034542,3.1283703,0.5915229
39.74722,40.01592,40.63092,41.179394,42.152164,42.160812,105.119514,99.68188,87.779655,77.80309,61.588524,61.45286,0.64,9,42.057117,3.0220172,0.29576236
42.04501,42.0455,42.05309,43.373905,43.704655,44.907963,63.28181,63.273983,63.153393,43.905083,39.631374,25.928843,0.6,10,44.5718,2.523874,0.14788173
45.311268,45.70628,46.263466,46.30979,46.650703,46.6726,21.98421,18.436,13.9616585,13.61761,11.217788,11.071592,0.56,11,46.640415,2.6261961,0.0739412
46.943687,47.326424,47.55329,48.874077,48.908978,48.9157,9.341046,7.14799,5.9863834,1.2677029,1.19033,1.1757087,0.52,12,48.418583,2.0076485,0.03697074
48.89348,49.64488,49.67813,49.878056,50.08501,50.251118,1.22439,0.12611136,0.103599586,0.014871374,0.00722679,0.06305819,0.48,13,49.300385,1.7756809,0.018485969
49.73569,49.995728,50.00494,50.731323,50.762207,50.89182,0.06985921,0.000018253922,0.000024403926,0.53483367,0.58095956,0.79534113,0.44,14,49.73647,0.9117014,0.012272907
49.73301,49.92246,50.03471,50.0854,50.107533,50.26215,0.07128198,0.0060126614,0.0012050441,0.0072937477,0.011563239,0.068722524,0.4,15,49.746017,0.45923477,0.006139371
49.750492,49.762894,49.88668,49.945465,50.007675,50.06679,0.06225229,0.05621941,0.012840421,0.0029736406,0.00005896682,0.0044616186,0.36,16,50.01803,0.265171,0.0030697372
50.024303,50.057514,50.064594,50.1063,50.138775,50.265762,0.000590657,0.0033074433,0.0041719265,0.011299766,0.019258466,0.07062962,0.32,17,50.024445,0.30695596,0.001889141
50.05195,50.064,50.070007,50.266354,50.268368,50.300426,0.0026986515,0.0040958948,0.0049010254,0.07094424,0.07202126,0.09025837,0.28,18,50.053284,0.1562997,0.0019950385
50.11711,50.146294,50.151493,50.158245,50.17656,50.18406,0.013715034,0.02140183,0.022950152,0.025041508,0.031173239,0.033877768,0.24,19,50.118317,0.07824457,0.0019494218
50.130684,50.138786,50.144897,50.153442,50.17839,50.19604,0.017078282,0.019261641,0.020995274,0.023544565,0.031823173,0.038432118,0.2,20,50.130737,0.039693195,0.0016196278
50.135098,50.1395,50.144157,50.147423,50.16595,50.16857,0.018250305,0.019459091,0.020781359,0.021732355,0.02753966,0.028416341,0.16,21,50.13532,0.020075385,0.0013921281
50.13394,50.136856,50.138744,50.142227,50.143246,50.144688,0.017940365,0.018729586,0.019249996,0.020228568,0.02051933,0.020934517,0.12,22,50.133984,0.010096291,0.0016263885
50.1334,50.135433,50.135693,50.137325,50.13819,50.14264,0.01779555,0.01834215,0.01841248,0.018859282,0.019097868,0.02034593,0.08,23,50.133408,0.0051284665,0.0014115459
50.132748,50.13285,50.133556,50.13426,50.135647,50.135735,0.017621938,0.017650308,0.017837303,0.018025283,0.01840006,0.01842387,0.04,24,50.132774,0.0026225725,0.0012830783
50.132435,50.13424,50.134396,50.134583,50.134853,50.13497,0.017539999,0.018020162,0.018062178,0.018112455,0.01818543,0.018218368,0,25,50.132477,0.0013118867,0.0016861808
