XVal,x-plus,x-minus
3.2700968,5,5

-9.237434,2.5,2.5

-8.991085,3.75,1.25

-6.366077,5.625,0.625

-0.89898825,2.8125,0.3125

-0.29986346,1.40625,0.15625

-1.3892337,0.703125,0.078125

-0.7336294,0.33742952,0.0390625

-0.7958867,0.1501438,0.01953125

-0.87431955,0.039919034,0.009765625

-0.8518874,0.021256056,0.0048828125

-0.834115,0.0049978495,0.0024414063

